millis,label,ax,ay,az,gx,gy,gz
5887072,u,-0.0068,-0.2391,0.9906,0.7000,-2.1000,0.4200
5887082,u,-0.0068,-0.2420,0.9941,0.0700,-1.5400,0.8400
5887091,u,-0.0059,-0.2416,1.0004,0.9100,-0.9800,0.8400
5887101,u,-0.0068,-0.2416,1.0019,2.3100,-0.7700,0.2800
5887110,u,-0.0098,-0.2435,1.0024,3.2900,-0.9100,-0.4900
5887120,u,-0.0122,-0.2420,1.0019,3.0100,-1.1900,-1.2600
5887129,u,-0.0142,-0.2396,0.9984,1.8900,-1.6100,-1.4000
5887139,u,-0.0107,-0.2391,0.9950,0.2100,-2.1700,-1.1900
5887149,u,-0.0117,-0.2406,0.9945,-1.3300,-2.7300,-0.7000
5887159,u,-0.0127,-0.2396,0.9955,-2.3800,-3.2200,-0.4200
5887168,u,-0.0137,-0.2401,0.9975,-3.1500,-3.5000,-0.4200
5887177,u,-0.0161,-0.2416,1.0004,-2.7300,-3.4300,-0.7700
5887187,u,-0.0171,-0.2411,1.0009,-1.4700,-3.0100,-1.3300
5887197,u,-0.0171,-0.2386,0.9999,0.2100,-2.2400,-1.8200
5887207,u,-0.0161,-0.2357,0.9980,1.3300,-1.5400,-2.1000
5887216,u,-0.0166,-0.2352,0.9965,1.8200,-0.7700,-1.8200
5887226,u,-0.0156,-0.2323,0.9931,2.5900,-0.2100,-1.1900
5887235,u,-0.0156,-0.2240,0.9911,1.9600,0.0700,-0.4200
5887245,u,-0.0190,-0.2201,0.9902,0.0000,0.0000,0.2100
5887254,u,-0.0215,-0.2220,0.9897,-1.1900,-0.2100,0.7700
5887264,u,-0.0200,-0.2274,0.9921,-2.1000,-0.3500,1.4000
5887274,u,-0.0171,-0.2318,0.9980,-1.9600,-0.3500,1.8900
5887284,u,-0.0190,-0.2362,1.0033,-1.6100,-0.2800,2.0300
5887293,u,-0.0224,-0.2420,1.0072,-0.6300,-0.1400,1.8200
5887302,u,-0.0210,-0.2440,1.0126,0.0000,0.1400,1.8200
5887312,u,-0.0195,-0.2450,1.0185,-0.0700,0.4900,1.1200
5887322,u,-0.0195,-0.2464,1.0224,-0.2100,0.7000,0.4200
5887332,u,-0.0195,-0.2469,1.0204,0.2800,0.1400,-0.2800
5887341,u,-0.0190,-0.2445,1.0185,1.9600,-0.6300,-0.8400
5887351,u,-0.0181,-0.2411,1.0131,1.8900,-1.3300,-1.1900
5887360,u,-0.0142,-0.2367,1.0131,1.0500,-2.1000,-1.3300
5887370,u,-0.0151,-0.2347,1.0038,0.3500,-2.7300,-1.1900
5887379,u,-0.0171,-0.2274,1.0014,-0.7000,-3.3600,-1.0500
5887389,u,-0.0161,-0.2289,1.0009,-1.0500,-3.6400,-0.6300
5887399,u,-0.0132,-0.2294,0.9994,-1.4700,-3.8500,0.0000
5887409,u,-0.0142,-0.2313,0.9975,-1.6800,-3.9900,0.4200
5887418,u,-0.0166,-0.2347,0.9975,-1.5400,-4.0600,0.4900
5887427,u,-0.0161,-0.2342,0.9965,-1.1900,-3.8500,0.2100
5887437,u,-0.0156,-0.2338,0.9970,-0.8400,-3.5000,-0.3500
5887447,u,-0.0185,-0.2352,1.0009,-0.7000,-2.9400,-0.9800
5887457,u,-0.0190,-0.2352,1.0048,-0.6300,-2.1700,-1.4700
5887466,u,-0.0176,-0.2328,1.0063,-0.7000,-1.4700,-1.6800
5887476,u,-0.0195,-0.2333,1.0058,0.1400,-1.0500,-1.8200
5887485,u,-0.0220,-0.2338,1.0067,1.2600,-0.9800,-1.7500
5887495,u,-0.0210,-0.2313,1.0053,1.6100,-1.4000,-1.3300
5887504,u,-0.0205,-0.2289,1.0024,1.1200,-2.0300,-0.7000
5887514,u,-0.0210,-0.2259,0.9994,-0.3500,-2.8000,0.0000
5887524,u,-0.0195,-0.2235,0.9965,-1.9600,-3.5700,0.7700
5887534,u,-0.0190,-0.2225,0.9941,-2.8700,-4.2000,1.3300
5887543,u,-0.0200,-0.2240,0.9926,-2.8700,-4.5500,1.4700
5887552,u,-0.0195,-0.2259,0.9936,-1.8900,-4.4800,1.5400
5887562,u,-0.0195,-0.2298,0.9970,-1.1200,-3.8500,1.4700
5887572,u,-0.0185,-0.2328,1.0009,-0.4200,-3.0100,1.6800
5887582,u,-0.0181,-0.2357,1.0043,0.0700,-1.3300,1.8200
5887591,u,-0.0200,-0.2386,1.0067,0.6300,-0.8400,2.0300
5887601,u,-0.0190,-0.2406,1.0092,0.9100,-0.7000,1.9600
5887610,u,-0.0185,-0.2420,1.0126,0.9100,-0.7000,1.8200
5887620,u,-0.0195,-0.2425,1.0155,1.5400,-0.9100,1.4700
5887629,u,-0.0190,-0.2416,1.0175,1.1900,-1.4700,1.0500
5887639,u,-0.0181,-0.2445,1.0189,0.9100,-2.0300,0.7700
5887649,u,-0.0176,-0.2469,1.0194,0.8400,-2.7300,0.6300
5887659,u,-0.0166,-0.2464,1.0185,1.3300,-3.5000,0.6300
5887668,u,-0.0142,-0.2445,1.0165,1.9600,-4.0600,0.5600
5887677,u,-0.0127,-0.2420,1.0155,3.0100,-4.3400,0.3500
5887687,u,-0.0107,-0.2391,1.0165,3.0100,-4.4100,0.1400
5887697,u,-0.0068,-0.2386,1.0189,3.3600,-3.9900,0.0000
5887707,u,-0.0039,-0.2386,1.0263,3.0800,-3.2900,0.2100
5887716,u,-0.0005,-0.2420,1.0399,2.3800,-2.3800,0.5600
5887726,u,0.0029,-0.2518,1.0624,2.3100,-1.6100,0.7000
5887735,u,0.0029,-0.2752,1.1029,3.5000,-0.7700,0.1400
5887745,u,0.0010,-0.3040,1.1771,6.0900,0.2100,-1.4700
5887754,u,0.0088,-0.3567,1.3459,6.3700,0.4900,-5.1100
5887764,u,0.0630,-0.4412,1.7041,-5.4600,-3.0800,-11.1300
5887774,u,0.0815,-0.5295,2.0901,-71.6100,-21.0000,-20.9300
5887784,u,-0.0551,-0.6891,2.3424,-164.7800,-63.1400,-43.9600
5887793,u,-0.3021,-0.8374,2.3263,-169.3300,-129.5700,-91.7000
5887802,u,-0.5622,-0.9052,2.0960,-75.6000,-234.2900,-161.9800
5887812,u,-0.6300,-0.7818,2.0633,53.4100,-358.8200,-229.6000
5887822,u,-0.4587,-0.5973,1.9823,79.7300,-467.8100,-264.0400
5887832,u,-0.3333,-0.4275,1.6109,92.8200,-539.4900,-248.0100
5887841,u,-0.2577,-0.2298,1.2537,80.9200,-599.6200,-221.4100
5887851,u,-0.1083,-0.1527,0.9365,25.9700,-595.2100,-190.0500
5887860,u,0.0303,-0.0273,0.5754,25.9700,-571.6900,-153.6500
5887870,u,0.0976,0.1083,0.2938,9.8000,-528.3600,-121.8000
5887879,u,0.1576,0.2128,0.0312,-6.5800,-476.8400,-98.0000
5887889,u,0.2650,0.2528,-0.0883,-10.7100,-415.2400,-78.8900
5887899,u,0.3684,0.1527,-0.2679,-6.0200,-343.1400,-53.9000
5887909,u,0.5134,0.1420,-0.3665,8.8900,-266.2800,-28.2100
5887918,u,0.5919,0.1157,-0.3714,18.0600,-190.1200,-5.1800
5887927,u,0.6290,0.0332,-0.3255,29.5400,-117.2500,14.7700
5887937,u,0.5919,-0.0322,-0.2635,56.7000,-50.9600,27.3000
5887947,u,0.5466,-0.0517,-0.1923,83.3000,2.2400,32.9000
5887957,u,0.5246,-0.0317,-0.1259,98.2100,39.7600,29.6800
5887966,u,0.5104,-0.0078,-0.0776,97.1600,65.6600,22.5400
5887976,u,0.4900,0.0088,-0.0464,82.5300,82.0400,17.2200
5887985,u,0.4738,0.0273,-0.0215,60.2700,94.9200,15.1900
5887995,u,0.4773,0.0254,-0.0034,41.7200,106.2600,15.2600
5888004,u,0.4924,0.0229,0.0176,30.5900,118.7900,18.2000
5888014,u,0.5124,0.0400,0.0366,14.9100,133.9800,25.6200
5888024,u,0.5368,0.0420,0.0722,-4.2700,153.0200,37.2400
5888034,u,0.5651,-0.0063,0.1664,-19.8100,176.5400,51.0300
5888043,u,0.5934,-0.1127,0.3192,-27.0200,202.3700,64.3300
5888052,u,0.5993,-0.2279,0.4821,-18.0600,226.3100,74.9000
5888062,u,0.5768,-0.2757,0.6285,-6.7900,250.2500,83.0900
5888072,u,0.5368,-0.2762,0.7105,-6.3000,272.7900,87.0800
5888082,u,0.4919,-0.2420,0.7403,-3.7100,283.2900,77.7000
5888091,u,0.4490,-0.1942,0.7720,-11.2000,285.4600,69.8600
5888101,u,0.4202,-0.2098,0.8120,-21.9800,274.7500,62.6500
5888110,u,0.3963,-0.2664,0.8921,-21.9100,274.7500,56.8400
5888120,u,0.3543,-0.3084,0.9721,-16.6600,261.4500,51.4500
5888129,u,0.3113,-0.3113,1.0180,-10.4300,251.4400,46.2700
5888139,u,0.2865,-0.2869,1.0878,-16.5200,239.2600,42.4900
5888149,u,0.2708,-0.2718,1.1273,-23.7300,225.6100,40.1800
5888159,u,0.2562,-0.2777,1.1722,-28.0700,211.0500,38.7100
5888168,u,0.2313,-0.2987,1.2215,-31.7100,196.3500,37.8000
5888177,u,0.2313,-0.3406,1.2493,-30.1000,181.2300,36.8900
5888187,u,0.1820,-0.3533,1.2522,-16.2400,164.7800,34.5100
5888197,u,0.1508,-0.3279,1.2498,-0.7700,146.7900,30.1700
5888207,u,0.1381,-0.2933,1.2468,9.7300,128.0300,24.9900
5888216,u,0.1332,-0.2577,1.2473,11.9000,109.3400,20.7200
5888226,u,0.1283,-0.2381,1.2444,4.0600,91.2100,18.8300
5888235,u,0.1264,-0.2357,1.2327,-6.4400,73.9200,19.3200
5888245,u,0.1230,-0.2362,1.2141,-15.3300,57.4000,21.4900
5888254,u,0.1166,-0.2352,1.1917,-21.4200,42.2100,24.3600
5888264,u,0.1161,-0.2352,1.1766,-24.7800,29.0500,27.5100
5888274,u,0.1200,-0.2445,1.1702,-25.8300,19.1800,30.7300
5888284,u,0.1269,-0.2616,1.1692,-24.0100,12.8100,33.6000
5888293,u,0.1357,-0.2811,1.1658,-19.4600,9.1000,35.4200
5888302,u,0.1371,-0.2982,1.1507,-11.7600,6.7900,35.4200
5888312,u,0.1279,-0.3089,1.1297,-3.5700,4.9000,33.2500
5888322,u,0.1225,-0.3133,1.1053,2.8700,3.3600,29.6800
5888332,u,0.1244,-0.3099,1.0799,6.2300,1.8900,25.9000
5888341,u,0.1254,-0.3089,1.0599,6.1600,0.9100,20.4400
5888351,u,0.1303,-0.3138,1.0463,5.1100,0.7000,18.5500
5888360,u,0.1337,-0.3143,1.0346,3.2200,0.9800,16.9400
5888370,u,0.1298,-0.3143,1.0224,1.0500,1.2600,15.1900
5888379,u,0.1249,-0.3113,1.0131,0.2800,1.7500,13.5100
5888389,u,0.1215,-0.3050,1.0063,0.1400,2.1000,12.2500
5888399,u,0.1186,-0.3016,1.0024,0.6300,2.6600,11.6900
5888409,u,0.1181,-0.3021,0.9975,2.7300,3.0800,11.2000
