millis,label,ax,ay,az,gx,gy,gz
3442564,z,0.0732,-1.0638,0.7100,52.4300,-22.7500,79.3800
3442574,z,-0.0586,-1.1400,0.7003,54.1100,-18.6200,69.2300
3442583,z,-0.1142,-1.2195,0.6959,53.6900,-15.1900,57.1900
3442592,z,-0.2069,-1.3215,0.7135,44.4500,-11.7600,42.9800
3442602,z,-0.3035,-1.4996,0.7271,29.5400,-7.2100,25.2000
3442612,z,-0.3909,-1.7583,0.7671,11.3400,-1.2600,0.6300
3442622,z,-0.5051,-2.0525,0.8540,-13.4400,10.8500,-35.9100
3442631,z,-0.6349,-2.3341,0.9126,-43.9600,29.6100,-92.5400
3442641,z,-0.7774,-2.5293,0.9618,-80.6400,55.0200,-175.4200
3442651,z,-0.9189,-2.6201,1.0424,-120.4700,91.0700,-282.0300
3442660,z,-1.0790,-2.5469,1.0775,-148.4700,137.2000,-403.3400
3442669,z,-1.3142,-2.2477,1.1122,-155.8200,186.3400,-527.7300
3442679,z,-1.6011,-1.7822,1.2381,-125.0900,228.2000,-642.4600
3442689,z,-1.8344,-1.0799,1.4767,-69.7900,242.0600,-737.7300
3442699,z,-1.8671,-0.0332,1.8002,-23.2400,217.7000,-803.3900
3442708,z,-1.7153,0.9804,1.9769,-20.3000,161.0000,-812.3500
3442717,z,-1.5030,1.4664,1.9286,-22.1200,81.8300,-757.8900
3442727,z,-1.1956,1.9139,1.8222,7.4900,-0.9100,-675.7800
3442737,z,-0.9038,2.4010,1.6475,22.8200,-54.0400,-548.7300
3442747,z,-0.6739,2.5420,1.4230,41.5100,-66.2900,-260.1900
3442756,z,-0.4963,2.5498,1.2698,51.6600,-25.0600,-153.3700
3442766,z,-0.4138,2.4234,1.1902,45.4300,-1.4000,-85.7500
3442776,z,-0.3440,2.2155,1.1951,34.8600,5.7400,-55.5100
3442785,z,-0.2655,2.0774,1.2678,16.9400,-7.7000,-50.7500
